TICKET_ID,CUST_IP,QUERY_JSON,QUERY_TYPE,CUST_USERNAME,TICKET_STATUS,ASSISTING_STAFF_JSON
q7O3imSuxW,185.246.209.148,"{""Queries"":[{""Query"":""T0ggWUVBSFxuXG5CVFdcblxuaHR0cHM6Ly9kaXNjb3JkLmdnL3JibHg="",""Member"":""FUCKSIRHURT"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""TVkgTklHR0EuIFRISVMgU0lURSBJUyBHQVJCQUdFLiBBTEwgVVIgRklMRVMgQVJFIFVOREVSIFRIRSBMT0dJTiBGT0xERVIuXG5cbllPVSBBUkUgQSBDT01QTEVURUxZIElORVhQRVJJRU5DRUQgREVWRUxPUEVSLi4uXG5cbkkgV0lMTCBNQUtFIEEgUk9DT0NLIEVYUExPSVQgQkVUVEVSIFRIQU4gVEhJUyBTSElUVEVSIEdBUkJBR0UgOlJPRkw6XG5cbmh0dHBzOi8vZnJpb254LmNvbSBodHRwczovL2ZyaW9ueC54eXogb250b3A="",""Member"":""FUCKSIRHURT"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""}]}",Account Suspension,FUCKSIRHURT,CLOSED,<blank>
Fp0lGwb51L,95.151.190.21,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-21""},{""Query"":""ZG9uZS4gaW0gcGllcnJlIHNwb29r"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""aXQgc2F5cyB5b3VyIHBheW1lbnQgaXMgb24gaG9sZCBhZGQgbXkgZGlzY29yZCBzbyBpIGNhbiBzZW5kIHNjcmVlbnNob3RzIGFuZCB0aGluZ3Mg4bWD4ZGm4bWJRmVuZGkjMDQ1Mg=="",""Member"":""raid"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""},{""Query"":""SGV5IHRoZXJlIEZlbmRpc3JldHVybiwgdGhhbmtzIGZvciBiZWluZyBvbmUgb2YgU2lySHVydHMgcm9idXggc3VwcGxpZXJzISBJIGRvbnQgcXVpdGUga25vdyB3aGF0IHlvdSBtZWFuLCBJIHNlbnQgdGhlIHBheW1lbnQgb2ZmIHRvIHRoZSBlbWFpbCB5b3UgcHJvdmlkZWQgYWxyZWFkeS4gWW91IHNob3VsZCBvZiBnb3R0ZW4gaXQgaW4geW91ciBwYXlwYWwgYWNjb3VudC4="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""RmVuZGlzcmV0dXJuIGlzIHRoZSB1c2VyLCBzb2xkIDEwLDAwMCByb2J1eA=="",""Member"":""raid"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""},{""Query"":""U29sZCByb2J1eCBvbiB0aGUgc2l0ZSBhbmQgSW0gdW5hYmxlIHRvIHJlY2VpdmUgdGhlIG1vbmV5"",""Member"":""raid"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""}]}",General Inquiry,raid,SOLVED,<blank>
0ab2t6GWn5,94.203.69.243,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-21""},{""Query"":""SXZlIG1hbnVhbGx5IG1hcmtlZCB5b3VyIHBheW1lbnQgYXMgY29tcGxldGUgYW5kIHlvdSBzaG91bGQgZ2V0IHRoZSBwcm9kdWN0IGRlbGl2ZXJlZCB0byB5b3VyIGVtYWlsIHNob3J0bHku"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""OGQyZGQyZGYtMWI5Yi00OGI3LTllZGYtNWJiNTc2M2U3Yjcw"",""Member"":""Evortez"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""V2hhdHMgeW91ciBzZWxseSBvcmRlciBJRD8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""SSBwYXllZCBleGFjdGx5IDAuMDAwMjEwMiBCVEMgVG8gYnRjIGFkcmVzcyA6IFsgMzdYRldBc0RZUXNVa1ZyYkJnZlhTcmFrNTFrYkFXMWd2YiBdIEFuZCBpdHMgc2F5aW5nIGl0IHJlY2lldmVkIHRvbyBsaXR0bGUgd2hlbiBpIHNlbnQgdGhlIGV4YWN0IGFtb3VudCBhbmQgaXRzIG5vdyBhc2tpbmcgZm9yIDAuMDAwMDAwMDIgd2hpY2ggaXMgMC4wMDExJCB3aGljaCBpcyBpbXBvc3NpYmxlIHRvIHNlbmQg"",""Member"":""Evortez"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""}]}",Technical Issues,Evortez,SOLVED,<blank>
8McNwh158Z,94.203.69.243,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBFdm9ydGV6"",""Member"":""Evortez"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-21""},{""Query"":""RHVlIHRvIG91ciBzZXJ2ZXIgYmVpbmcgZGVsZXRlZCBvbmNlIGFnYWluLCB3ZXZlIG1hZGUgdGhlIGRpc2NvcmQgc2VydmVyIGF1dG9qb2luLW9ubHkgZm9yIHVzZXJzIHdobyBoYXZlIHNpcmh1cnQgJiBkaXNjb3JkIGluc3RhbGxlZCBvbiB0aGVpciBkZXNrdG9wLiBUaGUgZGlzY29yZCBpbnZpdGUgaXMgZGlzY29yZC5nZy9SZ0o3cVo3WDlQ"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""V2hlcmUgZG8gaSBmaW5kIHRoZSBkaXNjb3JkIGludml0ZSBsaW5rIGltIGEgbGlmZXRpbWUgcHVyY2hhc2Vy"",""Member"":""Evortez"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""}]}",General Inquiry,Evortez,SOLVED,<blank>
XuETWVI0aZ,136.158.32.43,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-21""},{""Query"":""Tm90IG9ubHkgaXMgdGhlIGJlbmVmaXQgb2YgYWNjb3VudCBmdW5kcyBsb3dlciB3YWl0IHRpbWUsIGJ1dCBpdCBhbHNvIGd1YXJhbnRlZXMgeW91IGdldCB0aGUgcm9idXggdGhlbiBhbmQgdGhlcmUuIFdoaWxlIGl0IG1heSBub3QgYmUgcmVhZHkgdG8gc3BlbmQgeWV0LCBpdCBpcyBpbiB5b3VyIGFjY291bnQgYW5kIGluIHRoZSBwcm9jZXNzIG9mIGJlaW5nIHZlcmlmaWVkIGJ5IHJvYmxveC4="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""UGxlYXNlIG5vdGUgdGhhdCBhY2NvdW50IGZ1bmRzIHBheW91dCBpcyBub3QgbGlrZSBncm91cCBmdW5kcy4gVGhlIHJvYnV4IHdvbnQgc2hvdyB1cCBpbiB5b3VyIGFjY291bnQgZm9yIHVwd29yZHMgb2YgNyBkYXlzIGFmdGVyIHlvdSByZWRlZW0geW91ciBjb2RlLiBUaGUgcGF5b3V0IGlzIGFjY291bnQgZnVuZHMgb25seSBkdWUgdG8gdGhlIGZhY3QgdGhhdCBST0JMT1ggY2hhbmdlZCBncm91cCBmdW5kcyBmcm9tIGJlaW5nIGluc3RhbnQgdG8geW91IGhhdmUgdG8gYmUgYXBhcnQgb2YgdGhlIGdyb3VwIGZvciAyIHdlZWtzIGJlZm9yZSBnZXR0aW5nIHBheW91dHMuIEl0cyBzaW1wbHkgZmFzdGVyIHRvIHVzZSBhY2NvdW50IGZ1bmRzIGF0IHRoaXMgcG9pbnQuIFlvdSBjYW4gdmVyaWZ5IHlvdSBnb3QgdGhlIFJPQlVYIGJ5IGdvaW5nIHRvIGh0dHBzOi8vd3d3LnJvYmxveC5jb20vdHJhbnNhY3Rpb25zLCB0aGUgcm9idXggd2lsbCBhcHBlYXIgdW5kZXIgcGVuZGluZyByb2J1eC4="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""WW91IGdvdHRhIGdpdmUgbWUgbmV3IGNvZGUuIGkgb25seSBoYXZlIDIwIHJvYnV4Lg=="",""Member"":""roblaks"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""SSBKdXN0IHdhc3RlZCBteSByb2J1eCBmb3Igbm90aGluZyBpIGRpZG50IGV2ZW4gcmVkZWVtZWQgaXQuIHdlbGwgaSByZWRlZW0gaXQgYnV0IGl0IHNheXMgYSBlcnJvcg=="",""Member"":""roblaks"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""}]}",Technical Issues,roblaks,SOLVED,<blank>
l5vd9OlGH9,47.148.54.248,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBhdXN0aWlu"",""Member"":""austiin"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-22""},{""Query"":""WW91dmUgYWxyZWFkeSBnZW5lcmF0ZWQgYSBST0JVWCBrZXkgZm9yIDM1MCByb2J1eCBwcmV2aW91c2x5LiBZb3VyIHNlcmlhbCBrZXkgaXMgWnZLY1JoWmsu"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""SSByZWZlcnJlZCBhIHBlcnNvbiBidXQgaXQgc2F5cyBJIGhhdmUgbm8gcm9idXggdG8gcmVkZWVtLiBJIGhhdmUgY2hlY2tlZCB0aGUgd2Vic2l0ZSBhbmQgaXQgc2F5cyBJIGhhdmUgcmVmZXJyZWQgMSBwZXJzb24u"",""Member"":""shock564"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""}]}",General Inquiry,shock564,SOLVED,<blank>
Cizbu3LeFh,103.62.152.228,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-22""},{""Query"":""UmVnaXN0ZXIgYSBuZXcgYWNjb3VudCBhbmQgcmVkZWVtIHlvdXIga2V5"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""V2hhdCBhbSBJIGdvaW5nIHRvIGRvIHdpdGggdGhlIFNlcmlhbCBLZXk/IERvIEkgbWFrZSBhbm90aGVyIGFjY291bnQgb3Igc29tZXRoaW5nIGVsc2U/"",""Member"":""Zilthh"",""IsStaff"":false,""Rank"":"""",""Query_Date"":""2021-03-21""},{""Query"":""WW91ciBTZXJpYWwgaXMgNVdhazJRNUlSYUFTSElt"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""SGksIHRoZSBwYXltZW50IG1ldGhvZCBJIHVzZWQgd2FzIHRocm91Z2ggUGF5cGFsLiBUaGUgb3JkZXIgSUQ6IDNkYjkyMWYwLTVmMDUtNDQ3Ni05MGQwLTY2ODQ4NjAxYzg0YyAgLiBNeSBzaXJodXJ0IHVzZXJuYW1lIGlzIFppbHRoaA=="",""Member"":""Zilthh"",""IsStaff"":false,""Rank"":"""",""Query_Date"":""2021-03-21""},{""Query"":""WW91bGwgbmVlZCB0byBzaWduIHVwIGFnYWluLCBhbmQgYXMgZm9yIHlvdXIga2V5LCB3aGF0IHBheW1lbnQgbWV0aG9kIGRpZCB5b3UgdXNlPyBJZiBwYXlwYWwvZGViaXQvY3JlZGl0L2JpdGNvaW4sIHdoYXQgd2FzIHRoZSBzZWxseSBvcmRlciBJRD8gaWYgYWxsIGVsc2UgZmFpbHMsIHlvdSBjYW4gZ2l2ZSBtZSB5b3VyIHByZXZpb3VzIHNpcmh1cnQgdXNlcm5hbWUu"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""R29vZCBldmVuaW5nLCBJIGNhbnQgc2VlbSB0byBsb2cgaW4gbXkgYWNjb3VudC4gSW0gc3VyZSBJIGlucHV0ZWQgdGhlIHJpZ2h0IHBhc3N3b3JkIGFuZCB3aGVuIEkgcHJlc3MgZm9yZ290IHBhc3N3b3JkIEl0IHdvbnQgc2VuZCBtZSBhbiBlbWFpbCBvZiBzb3J0LiBUaGUgcGFnZSBhbHNvIHNheXMgd2hpY2ggaSBqdXN0IG5vdGljZWQgQ3VzdG9tZXJzIHdobyBib3VnaHQgU2lySHVydCBiZXR3ZWVuIDMtMTAtMjAyMSB0byAzLTIwLTIwMjEgd2lsbCBuZWVkIHRvIHJlZGVlbSB0aGVpciBzZXJpYWwga2V5cyBhZ2Fpbi4gbGlrZSB0aGF0IGFuZCBJIHRoaW5rIEkgYm91Z2h0IGxpZmV0aW1lIGFyb3VuZCB0aGF0IHBlcmlvZC4gQ2FuIHlvdSBwbGVhc2UgaGVscCBtZSBsb2cgaW4gbXkgYWNjb3VudCBhZ2FpbiBhbmQgaG93IHRvIEkgZ2V0IHNlcmlhbCBrZXkgYWdhaW4u"",""Member"":""Zilthh"",""IsStaff"":false,""Rank"":"""",""Query_Date"":""2021-03-21""}]}",General Inquiry,Zilthh,SOLVED,<blank>
JfN8istvLe,5.59.149.235,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIGNsb3NlZCBieSBBSEZGUg=="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-22""},{""Query"":""aSBkb250IHJlbWViZXIgbXkgb2xkIHBhc3N3b3JkLiBIb3cgaSBjYW4gcmVjaXZlIGl0Pw=="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-22""},{""Query"":""WW91ciBvbGQgc2lyaHVydCBwYXNzd29yZC4gV2hlbiB5b3Ugc2lnbmVkIHVwIGZvciBzaXJodXJ0IHdoZW4gaXQgd2FzIHBhc3N3b3JkLW9ubHksIG5vIHVzZXJuYW1lLg=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""c28gaSBuZWVkIHRvIHR5cGUgaW4gbXkgcmVjZW50IHBhc3N3b3JkIGluPyBJZiBpdHMgc28gdGhlbiBpbSByZWFsbHkgZHVtYi4="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""SWYgeW91cmUgYW4gb2xkIGJ1eWVyIChlYXJseSAyMDIwIG9yIGVhcmxpZXIpIHlvdSBjYW4gdXBncmFkZSB5b3VyIG5ldyBzaXJodXJ0IGFjY291bnQgYnkgZ29pbmcgdG8gaHR0cHM6Ly9zaXJodXJ0Lm5ldC9sb2dpbi9hY2NvdW50LnBocCAtPiBNaXNjIC0+IGFuZCBwdXR0aW5nIHlvdXIgb2xkIFNpckh1cnQgcGFzc3dvcmQgdW5kZXIgT2xkIG1lbWJlcnNoaXAgdHJhbnNmZXIu"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""dGhhdHMgbm90IHdoZW4gaSBwYWlkIGZvciB0aGF0IGV4cGxvaXQuIGl0IHdhcyBBIExPTkcgdGltZSBhZ28uSW0gbm90IGJ1eWluZyBpdCBub3csaSBhbHJlYWR5IGhhdmUgaXQu"",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""VGhlIHB1YmxpYyBpbnZvaWNlIGlzIGxvY2F0ZWQgYXQgaHR0cHM6Ly9zZWxseS5pby9vcmRlcnMvdHJhY2svZDJlMmJhYTItY2Y3Mi00ZTA4LWIxZGQtNzIyNGQ0OGYyZWNjLzkwYTU3ZDZiMzBiZmViOWIyMWM3NjA1YTcxYmYxNWYzMmIxZGU1MTcgd2hpY2ggd2FzIGNyZWF0ZWQgYXQgMjEgTWFyIDg6MzA6NDQgQU0uIEl0cyBzdGF0dXMgaXMgY3VycmVudGx5IHVucGFpZC4="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""Y2FuIGkgYXNrIGZvciB0aGUgZGF0ZSBvZiBidXlpbmc/"",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""b2sgb25lIHNlY29uZA=="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""WW91ciBzZWxseSBvcmRlciBpZCBpcyBkMmUyYmFhMi1jZjcyLTRlMDgtYjFkZC03MjI0ZDQ4ZjJlY2MgYnV0IGl0cyBhIHVucGFpZCBpbnZvaWNlLiBBcmUgeW91IHBvc2l0aXZlIHlvdSBwYWlkIGZvciBpdD8gSWYgeW91IGRpZCwgY2FuIHlvdSB0YWtlIGEgc2NyZWVuc2hvdCBvZiB0aGUgY2hhcmdlIG9uIHlvdXIgYmFuaz8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""bXkgZW1haWwgaXMgdGl0b3ZtYWdhZGFuNDVAZ21haWwuY29tIC4gSXRzIGl0IGluIG15IGluZm8gb2YgYWNjb3VudD8="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""RG8geW91IGhhdmUgYW55IHNvcnQgb2YgbGVhZHMgSSBjYW4gZm9sbG93PyBZb3VyIGVtYWlsLCBzZWxseSBvcmRlciBpZCwgZXRjPyBJZiB3ZSBjYW5ub3QgbG9va3VwIHlvdXIga2V5IHRoZW4geW91bGwgbmVlZCB0byByZXB1cmNoYXNlIGl0"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""aSBwcm9iYWJseSBwYWlkIHdpdGggbXkgY2FyZC4="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""SSBuZWVkIHRvIGZpbmQgeW91ciBrZXkgdG8gYmUgYWJsZSB0byBhc3Npc3QgeW91IChvcikgeW91ciBvcmRlci4gUGxlYXNlIHN0YXRlIHdoYXQgcGF5bWVudCBtZXRob2QgeW91IHBhaWQgd2l0aCwgYW5kIGRlcGVuZGluZyBvbiB0aGUgbWV0aG9kLCBzb21ldGhpbmcgd2UgY2FuIHVzZSB0byBmaW5kIGl0LiBGb3IgZXhhbXBsZSwgaWYgeW91IHBhaWQgd2l0aCBST0JVWCwgeW91ciByb2Jsb3ggdXNlcm5hbWUgd2lsbCBkby4gSWYgeW91IHBhaWQgd2l0aCBwYXlwYWwsIHlvdXIgc2VsbHkgb3JkZXIgLyB0cmFja2luZyBpZCB3b3VsZCBkbywgZXRjLg=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""dGhlbiBob3cgaSBjYW4gdXNlIHNpcmh1cnQ/SSBwdXJjaGFzZWQgbGlmaXRpbWUu"",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""V2UgZG9udCBoYXZlIGFueSBrZXkgcmVkZW1wdGlvbiBsb2dzIHVuZGVyIHRoZSBzaXJodXJ0IHVzZXJuYW1lIEFIRkZSLg=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""bXkgYWNjb3VudCBkb250IGhhdmUgd2hpdGxlbGlzdCBrZXk="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""aSBkb250IGtub3cgaG93IHRvIHByb29mLiBJIGp1c3QgaGF2ZSBteSBhY2NvdW50IChjYWxsZWQgQUhGRlIpLkhvdyB0byBwcm9vZj8="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""UGF5bWVudCBtZXRob2QgYW5kIHByb29mIG9mIHB1cmNoYXNlPyBTZWxseSBPcmRlciBJZD8="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""aSBjbGlja2VkIG9uIHdldnNpdGUgYnV0IGkgZG9udCBrbm93IG15IHdoaXRlbGlzdCBrZXku"",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""},{""Query"":""Rm9yIGEgc2lyaHVydCB3aGl0ZWxpc3Q/IGlmIHNvLCBodHRwczovL3Npcmh1cnQubmV0L2xvZ2luL3B1cmNoYXNlLnBocA=="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""d2hlcmUgZG8gaSByZWRlZW0gbXkgc2VyaWFsIGtleT8="",""Member"":""AHFFR"",""IsStaff"":false,""Rank"":""Free Member"",""Query_Date"":""2021-03-21""}]}",General Inquiry,AHFFR,CLOSED,<blank>
DglllnDlUo,2a00:23c4:448d:7a01:d1a9:af31:2bd6:111e,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-21""},{""Query"":""aHR0cHM6Ly9kaXNjb3JkLmdnL0pFSlpCc0pHNkQ="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""U29ycnkgYnV0IHRoZSBkaXNjb3JkIHNlcnZlciB3YXMgcmVjZW50bHkgZGVsZXRlZCBhIGxvdCB0aW1lcyBzb28gbWF5YmUgdGhhdHMgdGhlIHJlYXNvbiB0aGUgc3VwcG9ydCBkaWRudCBnaXZlIHlvdSBpdC4="",""Member"":""Skorpiyon"",""IsStaff"":true,""Rank"":""Staff Member"",""Query_Date"":""2021-03-21""},{""Query"":""SSBuZWVkIGEgYW4gaW52aXRlIHRvIHRoZSBzaXJodXJ0IGRpc2NvcmQgc2VydmVyIGJlY2F1c2UgYW4gc3VwcG9ydCBtZW1iZXIgaXMgYmVpbmcgYSB0b3RhbCB1c2VsZXNzIHBpZWNlIG9mIHNoaXQgYW5kIHdvbnQgZ2l2ZSBtZSBpdC4uLlxuXG5LaW5kIFJlZ2FyZHM6IDB4NzRfRGV2IzczNDI="",""Member"":""benben69"",""IsStaff"":false,""Rank"":""SirHurt Partner"",""Query_Date"":""2021-03-21""}]}",Technical Issues,benben69,SOLVED,<blank>
WQhYnyCRvd,179.234.189.190,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBJY2VQb29scw=="",""Member"":""IcePools"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-21""},{""Query"":""aHR0cHM6Ly9kaXNjb3JkLmdnL2NwUEVGbmtVUzY="",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""SGVsbG8gU2lyaHVydCBzdXBwb3J0IHRlYW0sIEkgYW0gbm90IGZpbmRpbmcgU2lyaHVydHMgZGlzY29yZCBzZXJ2ZXIuXG4="",""Member"":""shinoby565779"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""}]}",General Inquiry,shinoby565779,SOLVED,<blank>
YLhYo0WUpr,174.192.19.172,"{""Queries"":[{""Query"":""VGhpcyB0aWNrZXQgd2FzIG1hcmtlZCBhcyByZXNvbHZlZCBieSBtaW5pa2lkMTMz"",""Member"":""minikid133"",""IsStaff"":false,""Rank"":""N/A"",""Query_Date"":""2021-03-21""},{""Query"":""aWYgaXQgd29ya3MgZmluZSB0aGVuIHlvdSBkb250IG5lZWQgdGhlIHJlc3QsIGhvd2V2ZXIgaXQgbWF5IGJlIGhhbmR5IHRvIGRvd25sb2FkIHRoZW0gaW4gY2FzZSBpc3N1ZXMgb2NjdXIgaW4gdGhlIGZ1dHVyZQ=="",""Member"":""minikid133"",""IsStaff"":true,""Rank"":""Staff Member"",""Query_Date"":""2021-03-21""},{""Query"":""T2sgYW5kIGRvIEkgbmVlZCBBTEwgb2YgdGhlIHJlcXVpcmVkIHNvZnR3YXJlIGJlY2F1c2UgSSBoYXZlIEMrKyBhbmQgdGhhdOKAmXMgaXQgYW5kIGl0IHdvcmtzIGZpbmUgYnV0IHNob3VsZCBJIGRvd25sb2FkIHRoZSByZXN0Pz8/"",""Member"":""Krispcode"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""},{""Query"":""SXRzIGxpa2VseSBhIGlzc3VlIHdpdGggdGhlIHNjcmlwdCwgYWx0aG91Z2gsIGJ1Z3MgZG8gb2NjdXIgb2NjYXNpb25hbGx5IGluIFNpckh1cnQuIFRoZSBiZXN0IG9wdGlvbiBpcyB0byBhc2sgdGhlIHNjcmlwdCBkZXZlbG9wZXIgYWJvdXQgdGhlIHByb2JsZW0gdG8gc2VlIGlmIHRoZXkgY2FuIGNyZWF0ZSBhIHNvbHV0aW9uIG9yIGlkZW50aWZ5IHRoZSBwcm9ibGVtIGZvciB1cyB0byBmaXguIElmIHlvdXJlIHRoZSBzY3JpcHQgZGV2ZWxvcGVyLCBwbGVhc2UgaWRlbnRpZnkgdGhlIHByb2JsZW1hdGljIGxpbmUgb2YgeW91ciBjb2RlIChvcikgcHJvdmlkZSB1cyB3aXRoIHRoZSB1bm9iZmVkIHNvdXJjZSB0byB5b3VyIHNjcmlwdCBzbyB0aGF0IEkgY2FuIGlkZW50aWZ5IHRoZSBwcm9ibGVtYXRpYyBsaW5lIGZvciB5b3Uu"",""Member"":""IcePools"",""IsStaff"":true,""Rank"":""Head of Operations"",""Query_Date"":""2021-03-21""},{""Query"":""QSBsb3Qgb2YgbG9hZHN0cmluZyB0eXBlIHNjcmlwdHMgZG8gbm90IHdvcmsgd2l0aCB0aGlzIGluamVjdG9yIGJ1dCB3b3JrIHdpdGggb3RoZXJzIGlzIHRoYXQgYSBwcm9ibGVtIHdpdGggc2lyaHVydCBvciB0aGUgbG9hZHN0cmluZz8/"",""Member"":""Krispcode"",""IsStaff"":false,""Rank"":""Licensed User"",""Query_Date"":""2021-03-21""}]}",Technical Issues,Krispcode,SOLVED,<blank>
